,v,vw,o,c,h,l,t,n
402,6421230.0,145.5058,146.21,145.23,146.47,144.95,1628222400000,76148
403,5259391.0,145.7944,145.91,145.58,146.48,145.4,1628481600000,63429
404,12754044.0,148.1347,146.97,148.68,148.95,146.25,1628568000000,126914
405,13818560.0,150.3601,149.51,150.01,151.58,149.16,1628654400000,124181
406,5942424.0,149.3654,149.0,149.06,150.21,148.81,1628740800000,71969
407,5327070.0,149.6295,149.38,149.53,150.36,149.16,1628827200000,64562
408,15975048.0,150.787,149.68,150.75,151.73,149.04,1629086400000,137379
409,16983362.0,151.0119,150.4,150.7,152.5,149.1,1629172800000,173646
410,9403945.0,150.3532,150.55,149.1,152.57,149.02,1629259200000,109835
411,7543457.0,149.7992,148.33,150.11,150.66,148.0,1629345600000,91217
412,6466796.0,151.205,150.48,151.45,151.72,149.75,1629432000000,79748
413,5388696.0,150.8928,151.53,150.45,151.787,150.41,1629691200000,72178
414,6276273.0,149.2733,150.5,148.9,150.5,148.7,1629777600000,74849
415,7245455.0,148.8214,148.41,148.96,149.28,148.025,1629864000000,77581
416,7822284.0,147.4276,147.47,147.35,148.27,146.67,1629950400000,84740
417,7696152.0,146.6756,147.51,146.52,147.69,146.18,1630036800000,84675
418,5480212.0,147.4659,146.42,147.7,147.9999,146.02,1630296000000,65579
419,8359517.0,147.9859,147.99,148.1,148.44,147.24,1630382400000,78558
420,6352226.0,147.4759,147.56,147.78,147.9325,146.57,1630468800000,73514
421,6674064.0,148.4117,148.12,148.56,148.785,147.69,1630555200000,73199
422,5737903.0,149.0286,148.2,149.25,149.6473,147.9,1630641600000,71312
423,8613145.0,147.8793,148.97,147.27,149.17,147.06,1630987200000,103436
424,6502784.0,147.5444,146.95,147.46,148.32,146.73,1631073600000,72691
425,7442869.0,146.7309,147.46,146.42,147.61,145.84,1631160000000,83322
426,5258401.0,146.0292,147.2,145.89,147.24,145.425,1631246400000,67096
427,6583864.0,145.5551,146.52,145.06,147.15,144.636,1631505600000,77275
428,5584273.0,144.3704,145.48,144.3,145.88,143.92,1631592000000,71669
429,5013728.0,144.373,144.07,144.55,144.75,143.79,1631678400000,61046
430,6142756.0,144.7376,144.44,145.03,145.3081,143.6901,1631764800000,69230
431,24346373.0,144.9797,144.14,144.73,146.16,144.02,1631851200000,113059
432,8351467.0,143.2922,143.5,142.74,145.185,141.62,1632110400000,102156
433,5812490.0,143.3895,142.7,143.02,144.58,142.67,1632196800000,68063
434,5014843.0,142.9264,143.47,142.69,143.6,142.29,1632283200000,60439
435,5195140.0,142.9551,143.22,142.77,143.63,142.45,1632369600000,67654
436,4453540.0,143.2029,142.5,143.17,143.69,142.49,1632456000000,57598
437,7083554.0,142.4369,142.87,142.25,143.55,141.84,1632715200000,78171
438,6860254.0,140.7402,141.88,140.5,142.0748,139.99,1632801600000,90399
439,7125163.0,141.0746,140.65,140.44,141.83,140.32,1632888000000,80856
440,7553518.0,140.0057,140.64,139.38,141.73,139.25,1632974400000,85784
441,10004847.0,137.1919,139.26,137.05,139.63,135.9201,1633060800000,120408
442,9990084.0,135.8408,137.09,135.73,138.23,134.705,1633320000000,111614
443,6865805.0,136.9347,135.95,136.62,137.71,135.9,1633406400000,77558
444,6458888.0,137.107,136.24,137.62,137.79,136.13,1633492800000,79716
445,7022709.0,139.6731,138.78,139.24,140.7,138.76,1633579200000,80565
446,4688693.0,139.5283,139.66,139.66,140.09,139.01,1633665600000,59974
447,4349427.0,139.8508,139.52,139.53,140.78,139.44,1633924800000,60773
448,5263099.0,139.7095,139.34,139.38,140.41,139.075,1634011200000,71077
449,5981501.0,138.6486,139.5,138.37,140.01,138.13,1634097600000,71274
450,6528804.0,139.664,138.5,139.87,140.075,138.5,1634184000000,68867
451,6912387.0,140.4559,140.62,140.55,141.095,139.96,1634270400000,65771
452,6628966.0,141.5019,140.0,141.68,142.005,139.83,1634529600000,75880
453,11148099.0,144.4625,144.63,144.69,145.61,143.66,1634616000000,118528
454,5817866.0,145.9634,144.89,146.0,146.49,144.89,1634702400000,77302
455,4651463.0,146.5398,146.58,146.81,146.915,145.81,1634788800000,63251
456,7065242.0,148.5131,147.1,148.34,149.69,147.1,1634875200000,88833
457,6429329.0,149.7491,148.78,150.06,150.52,148.01,1635134400000,83895
458,5771238.0,149.1381,150.0,148.75,150.55,148.46,1635220800000,80295
459,4855225.0,147.9395,148.96,147.53,149.02,147.39,1635307200000,66204
460,4199471.0,148.3896,148.34,148.45,148.98,147.71,1635393600000,56580
461,7340928.0,149.2894,147.91,149.42,150.099,147.5606,1635480000000,75586
462,4183158.0,149.8462,149.98,149.79,150.75,149.35,1635739200000,59263
463,4546347.0,149.7541,149.97,149.72,150.175,149.28,1635825600000,61320
464,4736531.0,149.7388,149.6,150.18,150.29,149.03,1635912000000,60909
465,5049739.0,151.2124,150.18,151.28,151.848,149.83,1635998400000,70595
466,5027293.0,150.3382,152.0,150.23,152.0,149.615,1636084800000,70310
467,5124422.0,149.299,150.22,149.27,150.51,148.73,1636347600000,70316
468,5000591.0,149.3984,149.52,149.79,149.87,148.865,1636434000000,66268
469,5601211.0,148.8366,148.73,148.44,149.62,147.98,1636520400000,76655
470,4534382.0,148.5133,148.77,148.5,148.99,148.19,1636606800000,63507
471,6104559.0,148.1672,149.0,147.76,149.24,147.54,1636693200000,70663
472,9627488.0,147.1816,148.15,146.91,148.45,146.4,1636952400000,111688
473,24662231.0,143.8983,145.1,143.17,146.68,142.3,1637038800000,255491
474,11038738.0,142.7252,143.16,141.94,144.72,141.82,1637125200000,124954
475,8135824.0,142.2279,142.14,143.16,143.29,140.86,1637211600000,93585
476,9380728.0,142.7774,143.62,142.39,144.0,141.94,1637298000000,97922
477,9716788.0,144.1768,142.66,144.78,145.36,142.0,1637557200000,109152
478,9972448.0,145.315,144.25,145.81,145.98,143.25,1637643600000,95606
479,6029780.0,146.323,145.73,146.54,147.06,145.64,1637730000000,80711
480,7013238.0,146.0192,146.44,144.9,147.88,144.42,1637902800000,85886
481,11013172.0,143.1126,145.0,142.63,145.25,142.23,1638162000000,113475
482,21606348.0,140.699,141.48,140.63,142.5,140.01,1638248400000,135832
483,12229044.0,138.9281,140.51,137.14,140.715,137.04,1638334800000,150351
484,13204140.0,136.5957,137.63,135.47,138.44,135.24,1638421200000,150388
485,14714199.0,137.0655,135.86,137.51,137.88,135.29,1638507600000,158917
486,10863131.0,138.608,137.56,139.0,139.36,137.1,1638766800000,118558
487,12579666.0,138.8208,139.6,138.55,139.83,138.09,1638853200000,129484
488,11498754.0,136.9568,138.06,137.15,138.5,136.01,1638939600000,137999
489,10783902.0,137.6754,136.63,138.5,138.57,135.71,1639026000000,120057
490,12858541.0,139.9875,138.34,141.03,141.3,137.57,1639112400000,134986
491,18013121.0,142.6217,140.24,143.57,143.7499,140.01,1639371600000,138162
492,15573758.0,144.2492,143.3,144.94,145.28,142.1501,1639458000000,160822
493,11163305.0,145.4025,145.21,145.77,146.47,143.4,1639544400000,148585
494,13023160.0,144.3513,145.77,143.34,146.526,142.89,1639630800000,134949
495,26237272.0,140.078,142.75,138.75,143.95,138.39,1639717200000,148046
496,10339292.0,138.9089,138.12,139.2,139.75,137.6,1639976400000,121394
497,8206812.0,139.2117,138.9,139.62,139.86,138.01,1640062800000,96393
498,5675950.0,139.5529,139.9,139.8,139.99,138.53,1640149200000,75569
499,5864216.0,139.5687,139.8,139.49,140.16,138.85,1640235600000,71793
500,5351125.0,140.3389,139.6,140.76,140.87,139.57,1640581200000,68345
501,5263016.0,142.2768,140.6,142.78,142.97,140.6,1640667600000,71618
502,4348420.0,142.7955,142.66,142.71,143.53,142.32,1640754000000,60034
503,4982997.0,143.1826,143.26,143.17,143.695,142.48,1640840400000,67651
504,5982595.0,144.3238,143.2,144.69,145.045,142.92,1640926800000,69498
