,v,vw,o,c,h,l,t,n
101,3193131.0,2413.8959,2384.33,2401.1,2436.9699,2378.23,1590638400000,118927
102,3529328.0,2421.0863,2415.94,2442.37,2442.37,2398.1973,1590724800000,106394
103,2938032.0,2466.0531,2448.0,2471.04,2476.93,2444.17,1590984000000,100206
104,2529900.0,2463.5877,2467.0,2472.41,2473.53,2445.31,1591070400000,89134
105,2670947.0,2474.5855,2468.01,2478.4,2488.0,2461.17,1591156800000,102064
106,2946403.0,2476.888,2477.43,2460.6,2507.54,2450.01,1591243200000,114200
107,3306233.0,2470.9736,2444.51,2483.0,2488.645,2437.13,1591329600000,116854
108,3970652.0,2512.7482,2500.2,2524.06,2530.0,2487.335,1591588800000,140687
109,5175944.0,2589.167,2529.44,2600.86,2626.43,2525.0,1591675200000,198018
110,4946029.0,2651.6201,2645.0,2647.45,2722.35,2626.26,1591761600000,191937
111,5798444.0,2607.0682,2603.5,2557.96,2671.38,2536.23,1591848000000,237788
112,5436127.0,2557.1161,2601.21,2545.02,2621.4766,2503.35,1591934400000,194261
113,3873335.0,2549.4655,2526.6,2572.68,2584.0,2508.0001,1592193600000,136483
114,3595649.0,2608.5392,2620.0,2615.27,2620.0,2576.0,1592280000000,136266
115,2959316.0,2644.3448,2647.5,2640.98,2655.0,2631.82,1592366400000,108148
116,2487774.0,2649.5787,2647.01,2653.98,2659.64,2636.11,1592452800000,88899
117,5776963.0,2678.7146,2678.08,2675.01,2697.43,2659.0,1592539200000,140630
118,3208780.0,2697.4186,2684.5,2713.82,2715.0,2669.0,1592798400000,115435
119,4231707.0,2761.4618,2726.02,2764.41,2783.11,2718.04,1592884800000,157546
120,4526605.0,2750.1658,2780.0,2734.4,2796.0,2721.0,1592971200000,180027
121,2968602.0,2738.4092,2739.55,2754.58,2756.23,2712.14,1593057600000,118307
122,6450784.0,2729.9004,2775.056,2692.87,2782.5688,2688.0,1593144000000,208123
123,4223422.0,2672.9933,2690.01,2680.38,2696.8,2630.08,1593403200000,160190
124,3769686.0,2736.2093,2685.065,2758.82,2769.63,2675.03,1593489600000,138893
125,6363439.0,2830.1087,2757.99,2878.7,2895.0,2754.0,1593576000000,215531
126,6593387.0,2912.5118,2912.01,2890.3,2955.56,2871.1021,1593662400000,234492
127,6880642.0,3008.2062,2934.97,3057.04,3059.88,2930.0,1594008000000,253595
128,5244476.0,3034.468,3058.55,3000.12,3069.55,2990.0,1594094400000,224393
129,5037570.0,3053.0377,3022.61,3081.11,3083.97,3012.4301,1594180800000,188688
130,6387759.0,3135.001,3115.99,3182.63,3193.8799,3074.0016,1594267200000,242433
131,5485982.0,3185.4146,3191.76,3200.0,3215.0,3135.7,1594353600000,212669
132,7720130.0,3235.1053,3251.06,3104.0,3344.29,3068.3901,1594612800000,352972
133,7231933.0,3046.6138,3089.0,3084.0,3127.38,2950.0,1594699200000,357826
134,5788874.0,3026.1322,3080.23,3008.87,3098.35,2973.1801,1594785600000,281285
135,6394192.0,2974.8909,2971.06,2999.9,3032.0,2918.23,1594872000000,284126
136,4688019.0,2975.4077,3009.0,2961.97,3024.0,2948.45,1594958400000,207323
137,7596741.0,3111.4098,3000.2,3196.84,3201.3599,2994.0172,1595217600000,349491
138,6134963.0,3154.6446,3232.49,3138.29,3240.5758,3105.72,1595304000000,304961
139,4103211.0,3103.8184,3125.0,3099.91,3149.9999,3065.26,1595390400000,190784
140,5656906.0,3019.0355,3098.2713,2986.55,3098.2713,2970.0,1595476800000,298743
141,5632413.0,2977.8149,2930.0,3008.91,3031.58,2888.0,1595563200000,277444
142,4170379.0,3056.9559,3062.0,3055.21,3098.0,3015.77,1595822400000,202776
143,3126651.0,3037.4056,3054.27,3000.33,3077.0926,2995.76,1595908800000,152374
144,2972035.0,3024.1536,3030.99,3033.53,3039.1592,2996.77,1595995200000,149789
145,6113775.0,3084.6753,3014.0,3051.88,3092.0,3005.0,1596081600000,301796
146,8083330.0,3184.2221,3244.0,3164.68,3246.82,3151.0,1596168000000,332915
147,5072413.0,3130.0824,3180.51,3111.89,3184.0,3104.0,1596427200000,253926
148,4676794.0,3127.5127,3101.21,3138.83,3167.24,3101.21,1596513600000,196668
149,3930025.0,3184.5018,3143.77,3205.03,3213.5859,3127.3,1596600000000,188852
150,3940602.0,3209.3728,3194.36,3225.0,3247.47,3165.43,1596686400000,181224
151,3936127.0,3185.6557,3224.01,3167.46,3240.81,3140.6726,1596772800000,196134
152,3167274.0,3139.5948,3170.31,3148.16,3172.51,3101.52,1597032000000,156735
153,3718048.0,3113.3159,3113.2,3080.67,3159.22,3073.0,1597118400000,190413
154,3527229.0,3150.1637,3108.0,3162.24,3174.385,3101.42,1597204800000,158126
155,3149043.0,3188.6197,3182.99,3161.02,3217.5211,3155.0,1597291200000,162133
156,2751723.0,3145.8103,3178.18,3148.02,3178.2357,3120.0,1597377600000,131474
157,2691237.0,3176.5085,3173.12,3182.41,3194.97,3154.1775,1597636800000,121230
158,5345974.0,3284.6616,3212.0,3312.49,3320.0,3205.8187,1597723200000,239206
159,4185137.0,3286.3914,3303.01,3260.48,3315.9,3256.0001,1597809600000,192783
160,3332478.0,3286.4385,3252.0,3297.37,3312.62,3238.0,1597896000000,144630
161,3575862.0,3287.1294,3295.0,3284.72,3314.3962,3275.39,1597982400000,148879
162,4666258.0,3314.0714,3310.15,3307.46,3380.315,3257.5608,1598241600000,205714
163,3991782.0,3325.5281,3294.99,3346.49,3357.4,3267.0,1598328000000,153714
164,6508743.0,3410.0939,3351.11,3441.85,3451.7387,3344.5675,1598414400000,231490
165,4232425.0,3419.2708,3450.05,3400.0,3453.0,3378.0,1598500800000,190077
166,2881978.0,3408.0352,3423.0,3401.8,3433.3699,3386.5,1598587200000,128234
167,4179585.0,3464.2624,3408.99,3450.96,3495.0,3405.0,1598846400000,189831
168,3471592.0,3494.2343,3489.58,3499.12,3513.87,3467.0,1598932800000,173612
169,3931476.0,3523.6384,3547.0,3531.45,3552.25,3486.685,1599019200000,195730
170,8145613.0,3380.246,3485.0,3368.0,3488.41,3303.0,1599105600000,434387
171,8717754.0,3250.8913,3318.0,3294.62,3381.5,3111.13,1599192000000,474342
172,6080436.0,3180.3308,3144.0,3149.84,3250.845,3130.0,1599537600000,303257
173,5188675.0,3256.4461,3202.99,3268.61,3303.175,3185.0,1599624000000,240615
174,5330741.0,3263.6375,3307.2188,3175.11,3349.89,3170.55,1599710400000,266823
175,5043842.0,3135.3093,3208.69,3116.22,3217.3409,3083.98,1599796800000,262357
176,4529596.0,3134.9007,3172.9372,3102.97,3187.39,3096.0,1600056000000,226394
177,4021535.0,3144.3457,3136.16,3156.13,3175.02,3108.92,1600142400000,182529
178,4527559.0,3121.9651,3179.99,3078.1,3187.238,3074.15,1600228800000,216466
179,6449039.0,3000.3641,3009.25,3008.73,3029.432,2972.55,1600315200000,351904
180,8891300.0,2962.7682,3031.74,2954.91,3037.8,2905.54,1600401600000,336452
181,6114575.0,2912.0093,2906.5,2960.47,2962.0,2871.0,1600660800000,304152
182,6948791.0,3069.4954,3033.835,3128.99,3133.99,3000.2,1600747200000,312294
183,5652665.0,3048.6423,3120.43,2999.86,3126.999,2992.3759,1600833600000,263058
184,5529392.0,3027.0399,2977.79,3019.79,3069.3,2965.0,1600920000000,256916
185,4615202.0,3060.6141,3054.86,3095.13,3101.54,2999.0,1601006400000,194970
186,4224165.0,3154.4836,3148.85,3174.05,3175.04,3117.1684,1601265600000,192754
187,3503398.0,3161.2716,3175.39,3144.88,3188.26,3132.54,1601352000000,154046
188,4896101.0,3172.2073,3141.14,3148.73,3212.88,3133.99,1601438400000,200061
189,4953206.0,3200.7715,3208.0,3221.26,3224.0,3172.0,1601524800000,207139
190,5602598.0,3152.0762,3153.63,3125.0,3195.7965,3123.0,1601611200000,266315
191,3752832.0,3178.0691,3145.84,3199.2,3202.53,3140.85,1601870400000,166764
192,5081457.0,3135.4824,3165.0,3099.96,3182.0,3090.0,1601956800000,262964
193,4304239.0,3170.4396,3135.0,3195.69,3200.0,3132.385,1602043200000,195829
194,3174114.0,3196.4402,3224.99,3190.55,3233.2944,3174.99,1602129600000,147554
195,4907871.0,3260.3882,3210.0,3286.65,3288.99,3197.83,1602216000000,213811
196,8361378.0,3434.6474,3349.94,3442.93,3496.24,3339.55,1602475200000,360550
197,5735697.0,3459.6668,3467.99,3443.63,3492.38,3424.217,1602561600000,255472
